cds	logFC	adj.P.Val	focus_term	sseqid	evalue	pident	ppos	salltitles
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR125023_c0_g1_i1:368-1072(-)	-3.74142410143786	0.00303515975103384	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR125676_c0_g1_i1:3-308(+)	-2.14953720370592	0.00869817334651956	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR128294_c0_g1_i1:157-534(-)	-3.72083905453178	0.0268214879366354	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR12881_c0_g2_i2:496-807(-)	-4.88274908027906	0.0414316668009068	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR12942_c1_g9_i8:2-421(+)	-2.22684038758936	0.0211398742695214	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR142759_c0_g1_i1:865-1191(-)	-2.05824859273319	0.0381996276061261	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR142759_c0_g1_i1:368-1057(-)	-2.86537206303533	0.00581220534594762	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR144606_c0_g1_i1:412-789(-)	-3.77201193270906	0.00172114549105143	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR144882_c1_g1_i1:484-912(+)	-2.26127653835971	0.00289425386641714	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR145602_c0_g1_i1:393-1004(-)	-2.55760183458454	0.0104237524929296	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR145645_c0_g1_i2:130-1155(+)	-7.1573665816065	0.0110038022646318	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR145713_c2_g8_i1:240-983(+)	-2.08000806982256	0.0124806342061988	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR146119_c0_g1_i2:1-327(+)	-2.25838092996755	0.0214021318816392	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR146244_c2_g1_i1:2-481(+)	-3.65589542216067	0.0359357481537973	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR146246_c0_g1_i1:3-455(+)	-2.51112192642694	0.0404580140594204	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR146513_c0_g1_i1:1-510(+)	-2.37324693531594	0.0091069398738393	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR146513_c1_g1_i2:215-823(-)	-2.26446175911615	0.0244017219902328	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR146675_c9_g1_i2:200-544(-)	-3.37466279770535	0.0051084560049884	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR146793_c0_g1_i1:335-2047(-)	-3.27207209067	0.00701379143945194	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR147576_c0_g1_i1:230-790(-)	-3.86758631522048	0.0104237524929296	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR147584_c0_g3_i1:156-542(+)	-4.69606344510606	0.04369553567979	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR147591_c0_g1_i1:339-1268(+)	-3.40653603408118	0.0159616276872367	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR148143_c0_g1_i1:306-1019(-)	-3.10078689177054	0.00482939366704552	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR148225_c0_g2_i1:311-1549(-)	-2.64327405421013	0.0373218997149452	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR149182_c0_g1_i2:324-965(-)	-2.27727993603903	0.00172114549105143	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR149524_c4_g12_i1:3-317(+)	-2.28556209907094	0.0122032940082367	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR149524_c4_g13_i1:1-309(+)	-2.35092084477557	0.00669323053022285	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR149524_c4_g4_i2:2-367(+)	-2.70658169749978	0.0278571174526592	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR150496_c0_g1_i1:1-504(+)	-2.41125682561239	0.0471540601478536	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR150598_c1_g1_i1:298-1356(+)	-2.08331629464126	0.0203489883506164	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR150889_c0_g1_i1:2-361(-)	-3.81509359689684	0.0204535779254097	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR150889_c0_g2_i1:3-344(-)	-3.71813815185736	0.0465888275845106	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR150889_c0_g2_i2:2-421(-)	-3.65024982917647	0.029849836790106	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR150915_c0_g3_i1:2-424(-)	-3.48795219991579	0.0234203809701245	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR151111_c0_g1_i3:3-383(+)	-2.92796132450813	0.0266241227654057	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR151264_c0_g1_i1:221-655(+)	-3.36206766951347	0.00466326270880899	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR151745_c0_g1_i1:120-1148(-)	-3.82193835394466	0.0458931771981133	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR151778_c1_g3_i3:46-363(-)	-7.9641945271602	0.0104237524929296	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR152474_c0_g1_i1:855-3650(+)	-5.74058824994181	0.023345920329059	S_cType	gb|OMO79746.1|	2.76e-38	27.008	40.51	hypothetical protein COLO4_24325 [Corchorus olitorius]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR152474_c0_g1_i1:855-3650(+)	-5.74058824994181	0.023345920329059	S_cType	gb|OMO62934.1|	1.16e-37	26.222	40.36	hypothetical protein CCACVL1_22568 [Corchorus capsularis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR152474_c0_g1_i1:855-3650(+)	-5.74058824994181	0.023345920329059	S_cType	gb|OVA00817.1|	2.24e-37	27.164	39.59	protein of unknown function DUF4378 [Macleaya cordata]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR152474_c0_g1_i1:855-3650(+)	-5.74058824994181	0.023345920329059	S_cType	ref|XP_010260208.1|	2.16e-35	25.878	42.03	PREDICTED: protein LONGIFOLIA 1-like [Nelumbo nucifera]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR152474_c0_g1_i1:855-3650(+)	-5.74058824994181	0.023345920329059	S_cType	gb|KYP32564.1|	2.38e-34	27.573	42.12	hypothetical protein KK1_046726 [Cajanus cajan]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR152474_c0_g1_i1:855-3650(+)	-5.74058824994181	0.023345920329059	S_cType	ref|XP_002265665.1|	3.71e-33	26.995	42.86	PREDICTED: protein LONGIFOLIA 1 [Vitis vinifera]<>PREDICTED: protein LONGIFOLIA 1 [Vitis vinifera]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR152474_c0_g1_i1:855-3650(+)	-5.74058824994181	0.023345920329059	S_cType	gb|KAF3975614.1|	3.82e-32	25.674	41.66	hypothetical protein CMV_001153 [Castanea mollissima]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR152474_c0_g1_i1:855-3650(+)	-5.74058824994181	0.023345920329059	S_cType	ref|XP_008240000.1|	5.24e-32	25.198	41.96	PREDICTED: protein LONGIFOLIA 1 [Prunus mume]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR152474_c0_g1_i1:855-3650(+)	-5.74058824994181	0.023345920329059	S_cType	ref|XP_007210912.1|	7.87e-32	25.915	42.53	protein LONGIFOLIA 1 [Prunus persica]<>hypothetical protein PRUPE_5G206500 [Prunus persica]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR152474_c0_g1_i1:855-3650(+)	-5.74058824994181	0.023345920329059	S_cType	ref|XP_011464304.1|	1.02e-31	25.729	39.96	PREDICTED: protein LONGIFOLIA 2 isoform X2 [Fragaria vesca subsp. vesca]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR152666_c0_g1_i1:536-1186(+)	-2.16142775124176	0.00373173772422546	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR152666_c0_g1_i1:2-301(+)	-2.12147966194976	0.0104237524929296	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR153595_c1_g1_i1:207-770(-)	-3.43227067467844	0.0365929719717549	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR154371_c4_g3_i1:3-338(+)	-3.43975979753593	0.0256560924061045	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR154458_c0_g2_i1:3-1250(+)	-5.23573454500407	0.0458071425107591	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR154465_c3_g5_i2:232-666(-)	-2.75978273545835	0.0104237524929296	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR154732_c0_g1_i1:198-1226(+)	-2.30694744224816	0.0211869515447198	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR154732_c0_g2_i1:2-319(+)	-2.42082958894772	0.0104237524929296	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR154771_c0_g5_i1:174-1001(-)	-3.84920126053376	0.0291901007222029	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR154817_c0_g1_i1:243-1922(+)	-3.33520570470872	0.0384926392340646	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR154853_c0_g1_i1:571-1089(-)	-2.99217660682976	0.0328479435189695	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR155489_c4_g1_i1:2-310(+)	-2.72892669253179	0.0162913204871735	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR155550_c1_g1_i1:1-516(+)	-2.8734342700435	0.0460191492511383	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR155860_c0_g1_i1:193-1161(+)	-3.16681649798436	0.0166213732514655	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR156857_c0_g1_i2:2-703(-)	-7.41073921999297	0.0162441486847822	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR156901_c0_g1_i1:80-508(+)	-5.68989012624272	0.0295070573699576	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR15706_c1_g2_i3:1244-1633(+)	-2.92317144028864	0.0415375454111041	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR157534_c0_g1_i1:451-1194(-)	-2.54680835497768	0.00701379143945194	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR157767_c0_g1_i1:189-1283(+)	-6.939011903182	0.0219353641787797	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR157799_c0_g1_i1:361-975(-)	-3.95355151780036	0.00753728716134099	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR157831_c0_g1_i1:504-2522(-)	-2.1630009744634	0.0359389764511309	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR158221_c0_g1_i1:3-398(+)	-2.67227372290997	0.0234203809701245	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR16024_c6_g8_i4:1-348(+)	-7.56812765921364	0.00504893416656093	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR16034_c0_g2_i3:52-654(-)	-8.50527523167604	0.00974520378935379	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR160436_c0_g1_i1:429-977(-)	-2.50021499511565	0.0370776544490789	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR160451_c0_g1_i2:416-3601(-)	-6.98589213574138	0.0357177071018278	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR161261_c5_g1_i1:69-623(-)	-2.68570546406716	0.040777304632774	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR161264_c2_g1_i7:321-1853(-)	-2.86937037078742	0.0174030543992879	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR162580_c0_g1_i1:93-554(+)	-6.17352434768933	0.00847963214199013	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR162924_c0_g2_i1:3-572(+)	-2.2987967204429	0.00912565367356605	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR163087_c0_g1_i1:284-1582(+)	-3.36425734020463	0.0305858767321201	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR163448_c0_g3_i1:221-586(+)	-5.84882427386991	0.046361349737893	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR163500_c0_g1_i1:191-904(+)	-2.14199244617813	0.0305858767321201	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR163624_c0_g1_i1:1292-1621(+)	-2.56637503983413	0.0292057083084115	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR163799_c0_g1_i1:530-1051(-)	-2.1622733259643	0.0163477145062214	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR163920_c0_g1_i1:136-678(+)	-3.34256248951263	0.0313779537869491	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR164836_c0_g1_i1:288-923(-)	-4.64391826161657	0.0228201075697205	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR165451_c0_g1_i2:2-1411(+)	-3.00553719702694	0.037681742149247	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR165888_c0_g2_i1:3-380(+)	-2.23245119132108	0.0370439724394609	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR165888_c1_g3_i1:3-326(+)	-4.11322750923734	0.0416191863668054	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR166358_c0_g1_i1:261-1280(-)	-4.55977782451391	0.00582753726170899	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR167144_c0_g1_i1:216-824(+)	-2.10137887938581	0.0131718180812171	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR167254_c0_g1_i1:105-1055(+)	-3.65840486411136	0.0397648165469224	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR167511_c0_g1_i1:300-1895(-)	-3.04542448509416	0.0266241227654057	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR168436_c1_g1_i2:3-302(+)	-3.34183685361426	0.0288200124802921	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR168614_c2_g1_i1:2-565(+)	-2.91377870272621	0.0076248213066549	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR169107_c0_g1_i1:253-864(-)	-2.27303326086829	0.0091069398738393	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR170087_c3_g1_i1:132-503(-)	-4.99745131662397	0.024336340036685	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR170605_c0_g2_i1:132-767(+)	-2.07242869129469	0.0384837855454388	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR170661_c0_g1_i1:3-554(-)	-2.35925319981993	0.0499785473841159	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR170988_c0_g1_i2:127-480(+)	-2.91707007904235	0.00389448256137637	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR171073_c0_g1_i1:166-672(+)	-2.07569691890022	0.0483116384487699	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR171323_c2_g9_i1:3-428(-)	-2.94809192634565	0.0155452682270371	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR171380_c1_g5_i2:262-1194(-)	-2.79238848464911	0.0207999931580921	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR171380_c1_g5_i3:251-568(-)	-3.02139940360861	0.0170192847515018	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR171618_c1_g1_i4:1-522(-)	-4.66113378690002	0.0374940524576725	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR171816_c0_g1_i1:413-949(-)	-2.32927228228331	0.0350459076800539	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR173184_c0_g4_i1:111-467(-)	-2.26581125538701	0.0441543105741043	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR173937_c0_g1_i1:3-968(-)	-5.16447958048892	0.0292618507583534	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR173937_c0_g2_i1:3-467(-)	-3.31035111550876	0.0370776544490789	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR173988_c0_g1_i1:220-909(+)	-2.48359633209225	0.0350844343475519	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR174316_c0_g1_i1:273-788(+)	-2.33286237071937	0.00680282385207519	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR174316_c0_g1_i2:273-734(+)	-6.00459831882056	0.0423607251794098	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR174326_c0_g2_i1:3-1055(+)	-2.66320636977624	0.041866235717022	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR174837_c0_g1_i2:293-595(+)	-5.25774719585874	0.0244017219902328	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR174842_c0_g1_i1:257-991(+)	-4.16343088759216	0.0345241093985806	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR175127_c2_g3_i1:1-327(+)	-3.90362906481361	0.029849836790106	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR175127_c2_g4_i3:59-847(+)	-2.08962972150061	0.00490954291491285	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR175265_c0_g1_i1:122-637(+)	-3.83442622923038	0.0398538860444749	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR175969_c0_g3_i2:1-504(+)	-2.06533816004335	0.0104237524929296	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR176070_c4_g1_i1:175-1059(-)	-3.33018329060316	0.0211398742695214	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR176195_c5_g1_i1:245-607(+)	-2.53286847703414	0.00504604588848297	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR176821_c0_g1_i1:2-328(-)	-6.22741888361933	0.0350459076800539	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR176875_c0_g1_i2:167-1003(-)	-2.85081281228769	0.0221015473299292	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR176931_c3_g4_i1:324-746(-)	-2.24888789974104	0.03444800981395	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR176931_c3_g4_i2:324-692(-)	-3.3317224633251	0.029849836790106	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR177374_c0_g1_i1:289-1029(+)	-2.03589357831707	0.0104237524929296	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR177691_c1_g1_i1:3-776(+)	-2.44602813660905	0.00488099719256309	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178351_c0_g1_i1:658-1026(-)	-3.19309202239143	0.0499785473841159	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178351_c0_g1_i2:528-881(-)	-2.89352776340656	0.0235644739614559	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178451_c0_g4_i1:39-371(-)	-2.25157821318057	0.0230227658422145	S_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178593_c2_g2_i1:301-1002(+)	-3.91987106868754	0.0357772735016488	S_cType	NA	NA	NA	NA	NA
