cds	logFC	adj.P.Val	focus_term	sseqid	evalue	pident	ppos	salltitles
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR12306_c0_g1_i2:216-2228(+)	-4.56846042111066	0.0499188416893691	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR125023_c0_g1_i1:368-1072(-)	-2.27762976816463	0.00300779470363286	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR125676_c0_g1_i1:3-308(+)	-2.04454173126017	0.00362842902721328	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR126677_c0_g1_i1:338-871(-)	-2.55281050314225	0.0143404223560768	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR127036_c0_g1_i1:2-301(-)	-2.19465920927796	0.00140633327458639	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR128395_c0_g1_i1:685-1803(+)	-2.32425474128867	0.00923160569961069	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR129683_c0_g3_i1:267-680(-)	-3.69967688213935	0.0471605081492375	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR136844_c0_g1_i1:2-955(+)	-2.46216659701632	0.00418070048164581	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR141226_c0_g1_i2:491-790(-)	-2.03119930526001	0.0121178421351837	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR141226_c0_g1_i2:774-1094(-)	-2.45135435765471	0.0472473855557246	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR144972_c0_g1_i1:263-925(+)	-6.6625164742218	0.044915321522548	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR145456_c0_g1_i1:1-324(-)	-2.41496815861833	0.00852939989896736	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR145456_c0_g4_i2:470-832(-)	-2.09171328008465	0.00632145369542214	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR145645_c0_g1_i2:130-1155(+)	-3.8657253189607	0.00308087095274956	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR145879_c0_g1_i1:182-613(+)	-2.53127865231049	0.0112634911341454	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR1459_c3_g1_i2:212-1918(+)	-2.13652687849052	0.0170644940742525	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR146240_c0_g1_i1:492-1700(-)	-3.07480893543938	0.00923638830219347	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR146265_c0_g5_i1:388-867(+)	-2.32341097008375	0.0382605400828922	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR146339_c0_g1_i1:3-365(-)	-4.10922146408648	0.0338063939507531	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR146513_c0_g1_i1:1-510(+)	-2.81807661827377	0.0101572862769172	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR146513_c1_g1_i1:215-820(-)	-3.25295381133015	0.026085755894091	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR148473_c0_g1_i1:190-810(+)	-2.8139974457514	0.00220886716664463	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR148603_c0_g3_i1:36-395(-)	-2.52142220854083	0.0064664409733647	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR148603_c1_g1_i2:1-705(-)	-3.21661334812783	0.048538825951544	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR1487_c5_g2_i4:115-1287(+)	-4.72271469589562	0.0157182058181756	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR149267_c0_g1_i1:436-1638(-)	-2.00920363098602	0.00683655200867382	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR149474_c2_g4_i2:175-492(-)	-3.53229844160124	0.00488669614921417	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR149474_c2_g4_i3:193-528(-)	-3.15384131386086	0.00444488230666513	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR149474_c2_g5_i1:2-613(-)	-2.98391901881301	0.00480852022580092	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR149524_c4_g13_i1:1-309(+)	-2.10097987721106	0.00179059178204856	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR149524_c4_g4_i1:224-688(+)	-2.14082025428626	0.0220568370477014	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR149524_c4_g4_i2:2-367(+)	-3.89342823392885	0.00659180096392198	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR149524_c4_g4_i3:2-367(+)	-2.93096509822561	0.0100173542431838	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR149524_c4_g6_i1:147-689(+)	-2.30555738197334	0.00343865491400247	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR149932_c0_g1_i1:450-1148(+)	-2.93522533776309	0.0121052750875999	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR149932_c0_g2_i1:227-928(+)	-2.47586475973151	0.0297756065376332	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR150311_c0_g2_i1:1-525(-)	-2.54529367137071	0.0206853921635929	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR150555_c2_g1_i1:3-1046(-)	-2.49972623146254	0.0125913906468143	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR150555_c2_g1_i2:3-1007(-)	-2.24684140657123	0.0114938938990175	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR150555_c2_g1_i3:3-479(-)	-3.52305269117714	0.00240466120038547	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR150573_c1_g1_i1:183-1910(+)	-2.61964113915967	0.00299345161869177	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR150891_c0_g1_i1:374-1030(-)	-3.18523326282085	0.00202973242247682	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR151745_c0_g1_i1:120-1148(-)	-3.69053171182406	0.00521507455951746	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR151778_c1_g3_i3:46-363(-)	-5.63269568195144	0.0169763306047016	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR151958_c1_g4_i3:2-421(-)	-2.03892967892386	0.0338305990024591	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR152509_c0_g1_i1:292-1419(-)	-2.5734636686451	0.0146468688062162	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR152626_c0_g2_i1:1-393(-)	-2.20266864742844	0.0428406484604748	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR153100_c0_g1_i2:151-1092(-)	-5.67977828117945	0.0447643670272447	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR153595_c1_g1_i1:207-770(-)	-2.13482301400782	0.0431371795874923	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR153959_c0_g1_i1:1-468(+)	-2.27912193083602	0.0388291515682299	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR154303_c2_g1_i1:411-1325(-)	-2.18069186299001	0.0480676521324667	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR154324_c0_g3_i1:193-513(-)	-3.9062556933066	0.048426579079928	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR15434_c5_g12_i2:93-1118(-)	-2.62609176427364	0.0274766967248008	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR154371_c4_g1_i1:3-608(+)	-4.84834196728233	0.00240466120038547	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR154371_c4_g1_i2:3-608(+)	-9.85541750275017	0.00110597986141565	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR154371_c4_g2_i1:3-338(+)	-2.62229600697942	0.0460053131065052	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR154371_c4_g4_i1:3-338(+)	-2.48407794441828	0.0179114976181405	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR154669_c0_g1_i1:3-419(+)	-3.72749999709882	0.0380240456768944	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR155150_c1_g2_i2:3-1034(+)	-2.59008385548799	0.0499188416893691	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR155222_c0_g1_i1:220-708(-)	-2.62216203272263	0.0480960050298534	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR155376_c0_g1_i1:98-823(+)	-2.10743152843267	0.00162384110869826	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR155556_c0_g1_i1:236-700(-)	-3.85297751241744	0.0337171304866722	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR155586_c0_g1_i1:411-1907(-)	-2.33131237566746	0.0121239834541408	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR156156_c0_g1_i1:390-908(+)	-2.27827208914862	0.0150701409075296	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR156764_c0_g1_i1:316-1149(+)	-4.91180470808477	0.0134606569630358	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR156770_c0_g1_i1:420-1079(-)	-2.86259848834353	0.0138604236849806	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR156881_c3_g2_i2:3-602(+)	-3.79301936399748	0.0300568148584861	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR156901_c0_g1_i1:80-508(+)	-6.25058940803715	0.036800757761124	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR156901_c0_g1_i5:1-1149(+)	-3.01225293001421	0.0373675898746966	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR156901_c0_g1_i6:227-655(+)	-5.09887956714739	0.0425995657011886	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR15706_c1_g2_i3:1244-1633(+)	-3.09513029888533	0.0431218705207681	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR157534_c0_g1_i1:451-1194(-)	-2.26550645585492	0.00484305729875966	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR157805_c0_g1_i1:923-1348(+)	-2.61292887158962	0.00517890010112739	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR157805_c0_g1_i1:202-1128(+)	-2.51447433220351	0.004140941071718	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR158588_c0_g2_i3:183-830(-)	-2.65515916580179	0.00817018888339388	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR159276_c1_g1_i1:295-720(+)	-2.16324628057832	0.00442968588473846	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR160436_c0_g1_i1:429-977(-)	-3.89860019556583	0.00258807379596139	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR161261_c5_g1_i1:69-623(-)	-2.68245917366105	0.0480861932201052	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR161264_c2_g1_i7:321-1853(-)	-3.65953148603176	0.00212378984160343	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR161981_c0_g3_i1:3-380(+)	-5.27826576829465	0.0489198962306305	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR162124_c0_g1_i1:577-918(-)	-2.88839781293897	0.0387600786387424	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR162124_c0_g1_i1:272-613(-)	-3.60340962070804	0.00999322137143076	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR162215_c0_g1_i1:175-648(-)	-2.62809013329393	0.0243955192215985	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR163087_c0_g1_i1:284-1582(+)	-2.68953849695273	0.0198764609782661	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR163249_c0_g1_i1:264-2252(-)	-2.08962218236624	0.00302337813246549	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR163500_c0_g1_i1:191-904(+)	-2.81235242846194	0.00454284286169633	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR163502_c0_g1_i1:136-1575(-)	-7.46763840487976	0.0134606569630358	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR163907_c0_g1_i2:2-853(+)	-2.46064476159721	0.0359484364747684	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR165361_c0_g1_i3:270-815(+)	-2.21858063263109	0.00922275650712331	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR165390_c0_g1_i2:357-743(-)	-2.18428198707447	0.0340101079100533	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR165823_c5_g1_i1:2-358(+)	-2.46367257814023	0.0296676863906325	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR166682_c2_g1_i2:318-1934(-)	-2.57727369109944	0.00391810655712738	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR167750_c9_g1_i1:519-1991(-)	-2.41316879861782	0.022720829690196	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR167750_c9_g3_i1:3-653(-)	-3.35812314924265	0.0135724520659265	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR168614_c2_g1_i1:2-565(+)	-3.31614735223624	0.0303749180955389	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR168626_c0_g1_i4:2228-2659(-)	-2.52259007624213	0.0374417080312199	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR169088_c0_g1_i1:2-370(-)	-2.18404767470713	0.0446867956853712	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR169088_c3_g1_i1:2-463(+)	-2.01753541206258	0.0364660595372685	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR17017_c9_g1_i2:263-844(+)	-2.16592732405753	0.0432814831148103	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR17017_c9_g1_i3:3-548(+)	-2.69390973238696	0.0109099100318884	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR17017_c9_g1_i4:299-1084(+)	-2.31102287799437	0.0121178421351837	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR171323_c2_g10_i1:3-476(-)	-2.7769747033169	0.0109825050010345	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR171323_c2_g6_i2:3-707(-)	-2.71186970946976	0.0308957351266216	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR171323_c2_g9_i1:3-428(-)	-2.32967078239392	0.0122066333818626	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR171323_c2_g9_i2:387-713(-)	-2.5737203380588	0.0373905019913243	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR171618_c1_g1_i4:1-522(-)	-3.00478982441039	0.0370985552925826	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR171667_c0_g1_i1:2-322(-)	-2.56534780939577	0.0334103025501672	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR172345_c0_g1_i1:246-1430(-)	-4.06516521648736	0.0387276591420272	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR173255_c0_g1_i1:2-364(-)	-2.86783628457182	0.0242553109949987	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR173304_c0_g1_i1:797-1144(+)	-2.79274057622809	0.0114730582791893	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR173937_c0_g1_i3:352-1590(-)	-2.46552080610903	0.0144686322283619	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR173974_c2_g2_i1:181-855(+)	-3.40665774139201	0.00804444446177759	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR173974_c2_g2_i3:181-885(+)	-3.07529234203526	0.00850032036385725	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR174316_c0_g1_i1:273-788(+)	-2.09279224967269	0.0124795846901473	R_cType	NA	NA	NA	NA	NA
